"CASEID","NUMKID86","NUMKID88","NUMKID90","NUMKID92","NUMKID94","NUMKID96","NUMKID98","NUMKID00","NUMKID02","NUMKID04","NUMKID06","NUMKID08","NUMKID10","NUMKID12","NUMKID14"
7412,0,0,0,0,0,1,1,-5,1,1,-5,-5,-5,-5,-5
7413,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3
7414,1,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7415,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7416,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7417,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3
7418,-5,0,0,-5,0,1,2,3,3,3,3,3,-5,-5,-5
7419,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7420,0,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7421,0,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7422,0,0,0,0,-5,1,-5,1,-5,-5,-5,1,1,1,1
7423,0,0,0,0,0,1,1,2,2,2,2,2,2,-5,-5
7424,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2
7425,1,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7426,1,1,1,2,2,2,2,2,2,2,-5,2,2,2,-5
7427,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0
7428,-5,0,1,1,1,1,-5,1,1,1,1,1,1,1,1
7429,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7430,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7431,0,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7432,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7433,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7434,0,1,1,2,2,2,2,-5,3,3,3,3,3,-5,-5
7435,0,0,0,0,1,2,-5,2,-5,2,2,2,2,2,2
7436,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7437,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2
7438,3,3,3,3,3,3,3,3,-5,3,3,3,3,3,3
7439,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7440,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7441,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3
7442,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7443,2,2,2,2,2,-5,2,3,3,3,3,3,3,3,3
7444,1,3,4,4,4,4,4,5,7,7,7,7,7,10,9
7445,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2
7446,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2
7447,4,4,4,4,4,4,-5,4,-5,-5,-5,4,-5,-5,-5
7448,1,2,3,5,5,5,5,5,5,5,5,5,5,5,5
7449,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3
7450,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7451,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4
7452,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7453,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7454,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
7455,3,4,5,5,6,7,7,7,7,-5,-5,7,7,7,7
7456,0,1,-5,-5,0,0,0,0,1,-5,1,1,1,1,1
7457,-5,4,4,4,4,4,4,4,4,-5,4,4,4,4,4
7458,-5,0,0,0,-5,-5,-5,1,-5,1,-5,-5,-5,-5,-5
7459,0,1,2,2,3,3,4,4,4,4,4,4,4,4,4
7460,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7461,2,3,3,3,3,3,3,4,-5,-5,-5,-5,-5,-5,-5
7462,-5,-5,3,-5,3,-5,3,-5,-5,-5,-5,-5,3,3,3
7463,0,1,2,2,2,2,2,2,2,2,2,-5,-5,-5,-5
7464,3,4,4,4,4,4,4,4,4,4,4,4,4,-5,4
7465,0,0,0,0,1,1,1,1,1,1,1,1,1,1,-5
7466,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7467,3,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7468,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7469,1,2,2,2,2,2,2,2,2,2,2,2,2,2,-5
7470,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7471,0,0,0,1,2,2,3,3,3,4,4,4,4,-5,-5
7472,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7473,0,0,1,1,1,1,2,2,2,-5,2,2,2,-5,2
7474,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3
7475,0,0,1,2,2,2,2,-5,-5,2,2,2,2,2,2
7476,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0
7477,0,0,0,-5,1,2,2,2,2,2,2,2,2,2,2
7478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7479,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
7480,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3
7481,1,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7482,0,0,1,1,1,1,1,1,1,-5,-5,1,-5,-5,-5
7483,2,2,2,2,2,2,3,4,4,4,4,4,4,-5,4
7484,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5
7485,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7486,0,0,1,2,2,3,3,3,3,2,2,2,2,-5,-5
7487,0,0,0,1,1,1,-5,1,1,1,1,1,1,1,1
7488,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
7489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7490,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7492,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7493,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7494,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3
7495,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7496,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7497,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2
7498,0,1,1,1,1,2,3,3,3,3,3,3,3,3,3
7499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
7500,1,1,2,2,2,2,2,2,2,2,2,2,2,-5,-5
7501,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5
7502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7503,1,2,2,3,4,4,4,4,4,4,4,5,5,5,5
7504,1,1,2,2,3,5,5,5,5,5,5,5,5,5,5
7505,1,1,-5,1,1,1,1,1,1,-5,-5,1,1,1,1
7506,0,0,-5,-5,-5,1,1,1,1,1,1,1,1,1,1
7507,0,0,0,0,0,0,-5,1,-5,-5,-5,1,-5,-5,-5
7508,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7509,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7510,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7511,-5,-5,-5,-5,2,2,2,2,2,2,2,2,2,2,2
7512,1,2,2,3,-5,3,3,-5,3,3,3,3,3,3,3
7513,1,2,2,-5,2,2,2,2,2,-5,-5,2,-5,2,2
7514,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7516,0,0,0,0,1,2,3,3,3,3,3,3,3,3,3
7517,2,2,3,3,3,3,3,3,3,3,3,-5,3,3,3
7518,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
7519,0,1,2,-5,2,2,2,3,3,3,3,-5,-5,-5,-5
7520,1,2,3,3,3,3,3,3,3,-5,-5,3,3,3,3
7521,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7522,0,0,-5,1,1,1,1,1,1,-5,-5,1,1,1,1
7523,0,0,0,0,0,0,0,2,-5,-5,-5,2,2,2,2
7524,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4
7525,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2
7526,1,2,3,3,4,4,4,4,-5,4,4,4,4,4,4
7527,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
7528,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7529,2,2,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7530,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7531,0,1,1,1,1,2,2,3,4,-5,-5,-5,-5,-5,-5
7532,-5,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7534,0,0,0,0,0,1,1,1,1,1,-5,1,1,1,1
7535,0,0,0,0,0,-5,-5,0,0,0,0,0,0,0,0
7536,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7537,1,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7538,1,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7539,1,1,1,2,2,2,2,2,2,2,2,2,2,-5,-5
7540,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7541,0,-5,0,0,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5
7542,0,0,0,0,0,0,0,0,-5,-5,0,0,0,0,0
7543,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7544,0,0,0,1,1,2,2,2,2,-5,2,2,-5,2,-5
7545,-5,-5,-5,-5,0,0,0,0,0,0,0,0,0,-5,-5
7546,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7547,0,0,1,1,1,1,-5,1,1,1,1,1,1,1,1
7548,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7549,1,1,1,1,1,1,1,-5,1,1,1,1,1,1,1
7550,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0
7551,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
7552,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2
7553,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
7554,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5
7555,0,0,0,1,2,2,2,2,2,2,2,2,2,2,-5
7556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7557,1,2,2,3,3,3,3,4,4,4,4,4,4,4,4
7558,-5,-5,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5
7559,1,-5,-5,1,1,1,1,-5,2,-5,2,2,2,2,2
7560,0,0,0,0,0,-5,-5,1,1,1,1,1,1,1,1
7561,0,0,0,1,2,2,3,3,3,3,3,3,3,3,3
7562,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7563,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0
7564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7565,1,1,1,1,1,1,-5,1,1,1,-5,-5,1,1,-5
7566,0,0,1,2,2,2,3,3,3,3,3,3,3,3,3
7567,3,3,3,-5,3,3,3,3,3,3,3,3,3,3,3
7568,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
7569,1,1,1,1,1,1,2,2,2,2,2,-5,2,2,2
7570,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7571,0,0,1,1,1,1,1,1,1,1,-5,1,-5,-5,-5
7572,0,1,1,1,1,1,1,1,1,2,-5,2,2,2,-5
7573,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7574,-5,-5,-5,3,3,3,3,3,3,-5,3,-5,-5,-5,-5
7575,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2
7576,0,0,0,0,0,0,1,1,2,3,3,3,3,3,3
7577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7578,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2
7579,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7580,1,1,1,1,1,1,1,1,-5,-5,-5,1,1,-5,-5
7581,0,0,0,0,1,1,1,-5,1,1,1,1,1,1,1
7582,2,3,3,-5,3,3,3,4,4,4,4,4,4,4,4
7583,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7584,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7585,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
7586,1,1,1,1,2,2,2,2,2,2,2,2,-5,2,-5
7587,1,1,1,1,1,1,-5,2,2,2,2,2,2,2,2
7588,-5,0,0,0,0,0,-5,-5,0,0,0,0,0,0,-5
7589,0,0,0,0,0,0,0,0,1,-5,1,1,1,1,1
7590,1,2,2,2,2,2,2,-5,2,2,2,2,2,2,2
7591,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7593,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5
7594,1,1,1,-5,1,1,2,2,2,2,2,2,2,2,2
7595,0,-5,1,1,1,1,1,2,2,2,2,2,2,2,2
7596,1,1,-5,1,1,1,1,-5,-5,-5,-5,-5,1,-5,-5
7597,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7598,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7600,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
7601,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3
7602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7603,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2
7604,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7605,0,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7606,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
7607,1,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7608,-5,0,-5,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5
7609,1,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7610,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7613,1,2,2,2,2,2,2,2,2,2,-5,-5,-5,-5,2
7614,0,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5
7615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7616,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7617,1,1,2,2,2,2,2,2,2,2,2,2,-5,-5,-5
7618,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
7619,2,2,3,3,3,3,3,3,3,3,3,3,3,-5,-5
7620,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7621,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4
7622,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3
7623,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5
7624,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7625,0,0,0,0,1,2,4,4,4,4,4,4,4,4,4
7626,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2
7627,1,1,1,1,1,2,2,2,2,-5,2,2,2,2,2
7628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7629,2,3,3,4,4,4,4,4,4,4,4,4,4,4,3
7630,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0
7631,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7632,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7633,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2
7634,0,0,0,0,0,0,0,0,-5,-5,0,-5,0,0,-5
7635,0,0,0,0,0,-5,-5,0,-5,0,0,0,-5,-5,-5
7636,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7637,-5,-5,5,5,-5,-5,-5,-5,-5,-5,-5,5,-5,-5,-5
7638,-5,-5,-5,4,4,4,4,-5,4,-5,-5,-5,-5,4,-5
7639,0,1,1,1,1,1,1,1,2,2,4,4,4,4,4
7640,1,1,1,1,2,2,2,2,2,2,2,-5,-5,2,2
7641,1,1,1,1,1,1,1,1,2,2,-5,-5,-5,2,2
7642,1,1,1,1,1,1,1,1,1,1,1,-5,1,1,1
7643,0,0,0,0,0,0,0,-5,0,0,0,-5,-5,-5,0
7644,1,1,1,1,1,2,2,2,-5,-5,-5,-5,-5,-5,-5
7645,3,3,3,3,3,3,3,3,3,3,3,3,3,-5,-5
7646,3,3,3,3,3,3,3,-5,3,3,-5,3,3,3,3
7647,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7648,4,4,4,4,4,4,-5,-5,-5,-5,-5,-5,-5,-5,-5
7649,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
7650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7651,0,0,0,0,0,0,-5,-5,0,0,0,0,0,-5,-5
7652,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7653,0,0,0,0,0,-5,-5,0,0,0,0,0,0,0,0
7654,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
7655,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7656,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5
7657,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7658,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7659,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7660,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7661,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3
7662,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
7663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7664,0,1,-5,1,1,1,2,2,2,2,2,3,3,3,-5
7665,2,2,2,-5,-5,-5,-5,-5,-5,2,2,2,2,2,2
7666,3,-5,-5,-5,3,3,3,3,-5,-5,-5,-5,-5,-5,-5
7667,2,2,-5,2,2,2,2,2,3,-5,3,3,3,3,2
7668,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2
7669,2,-5,2,2,2,2,2,2,2,2,2,2,2,2,2
7670,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7671,0,0,0,0,0,1,2,-5,-5,-5,-5,-5,-5,-5,-5
7672,0,0,-5,1,1,1,1,1,1,1,1,1,1,1,1
7673,1,1,1,1,1,4,4,4,4,-5,4,4,4,4,4
7674,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7675,1,2,2,3,3,3,3,3,3,4,4,4,4,4,4
7676,0,2,2,3,3,3,3,3,3,3,3,3,3,3,3
7677,0,1,2,2,2,2,2,-5,2,3,3,3,3,3,3
7678,0,0,0,2,2,2,2,2,2,2,-5,-5,-5,-5,2
7679,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7680,0,0,-5,1,2,2,2,2,2,-5,2,-5,-5,-5,-5
7681,4,4,4,4,4,4,4,4,4,4,-5,-5,-5,-5,-5
7682,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7683,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7684,0,1,1,2,3,3,3,3,3,3,3,3,3,3,-5
7685,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7686,0,-5,1,1,2,-5,2,2,2,-5,-5,-5,-5,-5,-5
7687,-5,0,1,1,1,1,2,2,2,2,2,2,2,2,2
7688,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7689,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7690,0,0,0,1,1,1,2,3,3,3,3,3,3,3,3
7691,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
7692,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
7693,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5
7694,1,2,2,3,4,4,4,4,4,-5,-5,4,-5,4,-5
7695,1,1,2,3,3,3,3,3,4,4,4,4,4,4,4
7696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7697,0,0,0,1,2,2,2,3,3,3,3,3,3,3,3
7698,0,0,0,0,0,0,0,0,1,2,-5,-5,-5,-5,-5
7699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7700,0,0,0,0,-5,-5,-5,-5,1,1,1,1,1,1,-5
7701,0,0,0,0,0,-5,1,1,1,2,2,2,2,2,2
7702,0,-5,-5,-5,-5,0,0,-5,-5,-5,-5,-5,-5,-5,-5
7703,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2
7704,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
7705,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2
7706,0,0,0,0,0,0,0,-5,0,0,0,0,0,-5,-5
7707,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7708,0,-5,1,1,1,1,1,1,1,1,1,1,1,-5,1
7709,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
7710,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7711,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2
7712,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2
7713,0,0,1,1,2,-5,-5,2,-5,-5,-5,-5,-5,2,-5
7714,0,0,0,0,0,0,0,0,0,-5,0,-5,0,0,0
7715,0,0,0,0,0,1,1,1,-5,-5,-5,-5,-5,-5,-5
7716,0,1,2,4,5,5,5,5,5,5,5,5,5,5,5
7717,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
7718,0,0,0,0,0,0,-5,-5,0,0,-5,-5,-5,-5,-5
7719,0,0,0,0,0,-5,0,0,0,0,0,0,-5,-5,-5
7720,0,0,0,1,2,3,3,3,3,3,3,3,3,3,3
7721,0,-5,-5,2,2,2,2,2,-5,-5,-5,-5,-5,-5,-5
7722,0,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7723,0,0,0,0,1,2,3,3,4,4,4,-5,4,-5,4
7724,0,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7725,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7726,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7727,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7728,1,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7729,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7730,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7731,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7732,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7734,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7735,0,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7736,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7737,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7738,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7739,0,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7740,0,0,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7741,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7742,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7743,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7744,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7745,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7746,1,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7747,0,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7748,2,2,-5,4,4,4,4,5,6,6,6,6,6,6,6
7749,1,-5,-5,3,3,3,3,3,-5,-5,-5,-5,-5,-5,-5
7750,1,2,3,3,3,3,3,3,3,3,3,3,3,3,-5
7751,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7752,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7754,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7755,1,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7756,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7757,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7758,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7759,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7760,0,0,0,0,1,1,1,1,-5,-5,-5,1,1,1,-5
7761,1,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7762,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7763,0,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7764,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7765,0,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7766,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7767,0,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7768,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7769,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7770,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7771,1,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7772,1,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7773,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0
7774,1,1,1,1,1,1,1,1,1,1,1,1,1,-5,-5
7775,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7776,1,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7777,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7778,5,5,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7779,5,5,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7780,0,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
