,CPUBID,MPUBID,CRACE,CSEX,CMOB,CYRB,MATHZ,year,MATHP,MATH,COMP,COMPZ,COMPP,RECOG,RECOGZ,RECOGP,HOMEZ,HOMEP,COGNZ,COGNP,EMOTZ,EMOTP,AGECH,AFQTP,TNFI,DIVORCE,MOVED,NUM_CHILDREN,STYPE
375,158701,1587,3,1,1,1986,112,2000,79,67,76,122,93,77,120,91,110.9,77,119.6,91,96.1,39,172,91,41670.0,0,0,2,1
376,158702,1587,3,2,4,1990,128,2000,97,63,66,128,97,70,131,98,115.3,84,119.6,91,104.4,61,121,91,41670.0,0,0,2,1
377,159606,1596,3,1,2,1986,65,2000,1,31,21,65,1,28,65,1,84.8,16,85.7,18,87.8,21,173,1,10605.0,0,0,7,1
378,159607,1596,3,1,3,1987,89,2000,23,45,24,65,1,30,72,3,89.2,23,85.7,18,96.1,39,159,1,10605.0,0,0,7,1
380,162301,1623,3,1,3,1986,65,2000,1,29,41,80,9,54,93,33,97.9,45,106.1,66,87.8,21,172,99,19037.0,0,0,1,1
385,165501,1655,3,1,2,1986,89,2000,24,48,31,69,2,64,102,56,97.9,45,106.1,66,87.8,21,174,55,69000.0,0,0,2,1
386,165502,1655,3,2,6,1988,95,2000,38,47,48,96,39,52,98,46,106.6,68,119.6,91,87.8,21,146,55,69000.0,0,0,2,1
388,165701,1657,3,1,1,1991,80,2000,9,25,22,77,6,20,69,2,82.6,13,78.7,8,91.8,30,111,87,56946.0,0,0,2,1
389,166601,1666,1,2,8,1986,90,2000,26,47,52,95,38,65,105,64,115.3,84,119.6,91,104.4,61,165,8,54000.0,0,0,3,1
390,166602,1666,1,2,3,1988,105,2000,64,55,53,104,60,66,112,79,106.6,68,112.9,81,96.1,39,147,8,54000.0,0,0,3,1
391,166603,1666,1,2,11,1989,80,2000,9,33,41,94,35,31,82,12,110.9,77,112.9,81,104.4,61,126,8,54000.0,0,0,3,1
394,167601,1676,3,1,6,1987,135,2000,99,80,82,135,99,76,122,93,106.6,68,106.1,66,104.4,61,156,86,71999.0,0,0,2,1
395,167602,1676,3,1,5,1990,135,2000,99,69,23,74,4,75,135,99,106.6,68,106.1,66,104.4,61,121,86,126100.0,0,0,2,1
399,172501,1725,3,2,10,1987,88,2000,22,44,46,90,26,61,105,64,76.1,5,92.5,32,62.9,1,155,10,15950.0,0,0,2,1
404,174501,1745,3,2,12,1991,93,2000,33,32,27,91,27,27,89,23,94.5,37,107.4,68,77.3,6,104,79,112000.0,0,0,3,1
405,175404,1754,2,2,5,1986,102,2000,54,60,50,91,27,76,119,90,102.2,55,85.7,18,121.0,92,173,5,12000.0,0,0,7,1
407,176801,1768,3,1,4,1991,65,2000,1,14,21,75,5,26,84,15,106.3,66,93.8,34,119.0,90,110,40,7000.0,0,0,1,1
408,176902,1769,3,1,3,1987,101,2000,52,56,43,84,14,46,87,20,101.4,53,92.5,32,111.8,79,162,21,24700.0,0,0,2,1
412,178603,1786,3,1,11,1986,116,2000,85,67,65,109,73,74,118,88,102.2,55,85.7,18,121.0,92,164,25,60000.0,0,0,4,1
415,180401,1804,3,1,3,1986,111,2000,77,66,78,123,94,76,119,90,115.3,84,119.6,91,104.4,61,172,90,83700.0,0,0,3,1
416,180402,1804,3,1,10,1990,131,2000,98,63,64,128,97,67,131,98,111.0,77,116.5,86,100.9,53,117,90,83700.0,0,0,3,1
417,180403,1804,3,1,5,1994,114,2000,82,22,24,125,95,21,110,75,113.5,82,118.1,88,102.6,58,74,90,83700.0,0,0,3,1
419,183202,1832,2,1,9,1989,101,2000,52,47,49,104,60,39,88,21,93.5,34,106.1,66,79.5,8,134,14,,0,0,3,1
420,183803,1838,1,2,12,1987,92,2000,30,45,37,80,9,42,84,15,89.2,23,85.7,18,96.1,39,152,13,36872.0,0,0,3,1
421,183902,1839,1,1,5,1987,104,2000,61,59,47,90,26,47,89,24,106.6,68,99.3,47,112.7,81,159,5,31000.0,0,0,2,1
422,184201,1842,3,2,1,1994,105,2000,64,22,44,135,99,43,135,99,104.7,63,118.1,88,85.3,16,79,65,69832.0,0,0,1,1
426,184802,1848,1,1,10,1987,97,2000,42,49,53,102,54,68,113,81,115.3,84,112.9,81,112.7,81,152,29,82000.0,0,0,2,1
427,185302,1853,3,1,9,1987,107,2000,69,60,45,89,23,63,107,69,102.2,55,106.1,66,96.1,39,154,61,73200.0,0,0,4,1
428,185303,1853,3,1,11,1992,100,2000,50,26,33,112,78,39,116,86,104.6,63,113.1,81,90.8,27,92,61,73200.0,0,0,4,1
429,185802,1858,3,1,7,1987,120,2000,91,68,59,107,67,58,102,54,106.6,68,119.6,91,87.8,21,156,73,100000.0,0,0,2,1
430,186301,1863,3,2,3,1987,92,2000,30,47,44,86,18,53,95,38,97.9,45,92.5,32,104.4,61,160,58,34000.0,0,0,3,1
431,186302,1863,3,1,9,1990,116,2000,86,52,31,89,24,47,106,66,92.1,30,86.3,18,100.9,53,118,58,34000.0,0,0,3,1
439,189601,1896,3,1,11,1988,118,2000,89,64,68,119,90,65,113,81,110.9,77,112.9,81,104.4,61,141,85,61000.0,0,0,2,1
440,189602,1896,3,1,3,1992,103,2000,58,36,43,116,86,45,116,85,111.4,77,114.2,82,103.5,58,101,85,61000.0,0,0,2,1
442,191201,1912,3,2,12,1988,116,2000,85,61,49,101,52,52,102,55,110.9,77,119.6,91,96.1,39,138,48,107000.0,0,0,2,1
443,192601,1926,3,2,1,1986,87,2000,19,46,72,116,85,68,107,69,119.6,91,119.6,91,112.7,81,174,32,66033.33333333333,0,0,2,1
444,192602,1926,3,2,10,1989,102,2000,55,47,52,111,76,59,116,86,110.9,77,119.6,91,96.1,39,130,32,77550.0,0,0,2,1
455,194001,1940,3,2,11,1986,84,2000,14,43,49,92,29,34,74,4,50.0,0,65.4,1,46.3,0,162,3,4344.0,0,0,1,1
456,195402,1954,3,2,8,1987,113,2000,80,64,54,102,56,66,109,73,102.2,55,99.3,47,104.4,61,155,84,91000.0,0,0,3,1
457,196001,1960,3,2,6,1987,100,2000,49,52,49,94,35,58,102,54,93.5,34,92.5,32,96.1,39,156,43,51500.0,0,0,2,1
459,197402,1974,3,1,3,1988,121,2000,92,67,63,111,77,77,126,96,115.3,84,119.6,91,104.4,61,150,99,92500.0,0,0,2,1
464,202103,2021,3,1,7,1986,114,2000,82,67,52,95,36,67,107,68,102.2,55,99.3,47,104.4,61,169,71,26724.0,0,0,3,1
465,203501,2035,3,1,1,1990,112,2000,79,52,42,97,43,41,95,38,106.6,68,99.3,47,112.7,81,125,63,13620.0,0,0,1,1
466,204201,2042,3,1,6,1993,114,2000,83,34,28,111,77,33,116,86,113.5,82,118.1,88,102.6,58,83,89,332808.0,0,0,1,1
469,205802,2058,2,2,9,1992,114,2000,82,41,38,114,82,49,123,94,85.3,16,105.9,66,62.7,1,93,70,132555.0,0,0,2,1
471,206603,2066,3,2,11,1988,92,2000,29,44,49,100,49,46,93,32,97.9,45,99.3,47,96.1,39,142,20,55100.0,0,0,4,1
472,206604,2066,3,2,2,1990,86,2000,18,39,46,102,55,52,108,71,97.9,45,99.3,47,96.1,39,127,20,55100.0,0,0,4,1
473,207002,2070,3,2,5,1988,100,2000,49,50,45,91,28,66,112,79,119.6,91,119.6,91,112.7,81,146,12,100100.0,0,0,2,1
474,207704,2077,3,1,1,1986,98,2000,44,56,56,98,46,71,112,78,80.5,9,92.5,32,71.2,3,175,36,33000.0,0,0,4,1
477,209802,2098,3,2,4,1988,104,2000,61,54,52,102,56,46,91,27,102.2,55,99.3,47,104.4,61,147,17,57300.0,0,0,4,1
478,209803,2098,3,2,9,1989,72,2000,3,28,27,75,5,34,84,14,102.2,55,99.3,47,104.4,61,131,17,57300.0,0,0,4,1
479,209804,2098,3,1,8,1991,65,2000,1,11,22,82,11,27,89,23,98.7,47,93.8,34,103.5,58,107,17,57300.0,0,0,4,1
480,210205,2102,3,1,4,1987,123,2000,94,71,59,105,63,79,126,96,93.5,34,92.5,32,96.1,39,160,39,150000.0,0,0,5,1
481,210303,2103,3,1,2,1987,108,2000,71,63,57,102,55,60,101,53,110.9,77,106.1,66,112.7,81,164,52,75760.0,0,0,4,1
482,210304,2103,3,2,11,1991,98,2000,44,36,43,112,78,41,107,69,98.7,47,107.4,68,86.0,18,106,52,75760.0,0,0,4,1
485,211203,2112,3,1,3,1989,112,2000,79,58,55,110,74,62,113,80,97.9,45,112.9,81,79.5,8,138,82,47000.0,0,0,3,1
486,212301,2123,3,2,5,1989,104,2000,60,49,19,65,1,48,99,47,110.9,77,112.9,81,104.4,61,132,56,60000.0,0,0,2,1
487,212302,2123,3,1,7,1992,125,2000,95,47,20,88,21,25,97,41,114.2,82,113.1,81,109.5,75,94,56,60000.0,0,0,2,1
489,213301,2133,3,2,3,1988,101,2000,53,51,44,89,24,42,86,17,124.0,95,119.6,91,121.0,92,147,51,66830.0,0,0,1,1
490,215304,2153,3,2,2,1992,95,2000,38,31,28,96,39,25,88,21,77.6,7,66.5,1,94.7,37,103,39,10100.0,1,0,4,1
492,216701,2167,3,2,11,1991,119,2000,90,49,46,116,86,40,106,66,111.4,77,107.4,68,112.2,79,106,32,44300.0,0,0,2,1
493,216702,2167,3,1,3,1994,117,2000,87,30,19,102,54,21,102,55,109.1,73,104.8,63,111.3,77,79,32,44300.0,0,0,2,1
495,219003,2190,3,2,11,1989,115,2000,84,56,60,119,90,63,119,90,115.3,84,112.9,81,112.7,81,129,25,56100.0,0,0,3,1
496,220301,2203,3,1,2,1989,117,2000,87,62,53,107,68,49,97,43,97.9,45,99.3,47,96.1,39,137,28,28080.0,1,0,1,1
497,220401,2204,3,1,8,1990,131,2000,98,63,47,110,74,47,106,66,106.3,66,101.4,53,110.0,75,117,61,49000.0,0,0,2,1
498,220402,2204,3,1,5,1993,90,2000,26,15,25,107,68,24,103,59,109.4,73,98.7,47,118.9,90,85,61,49000.0,0,0,2,1
499,221002,2210,2,2,8,1986,97,2000,42,53,52,95,38,64,105,62,110.9,77,106.1,66,112.7,81,166,15,42000.0,0,0,3,1
501,221201,2212,2,1,7,1986,92,2000,29,48,43,84,14,47,88,21,119.6,91,119.6,91,112.7,81,166,13,38600.0,0,0,2,1
502,221202,2212,2,1,2,1992,122,2000,93,48,33,105,62,33,103,58,115.7,86,114.2,82,112.2,79,99,13,38600.0,0,0,2,1
503,221402,2214,2,1,12,1991,89,2000,23,26,29,97,43,26,90,26,86.0,18,80.2,9,94.7,37,103,27,68115.0,0,0,2,1
504,221502,2215,3,1,1,1988,107,2000,69,59,75,125,95,70,116,86,110.9,77,106.1,66,112.7,81,150,74,40000.0,0,0,3,1
505,222501,2225,2,1,10,1992,112,2000,78,39,22,94,34,31,105,64,94.9,37,105.9,66,81.4,10,92,16,51497.666666666664,0,0,1,1
507,223401,2234,3,2,10,1986,87,2000,20,45,56,100,50,70,112,79,93.5,34,92.5,32,96.1,39,164,41,70183.33333333333,0,0,2,1
508,223402,2234,3,2,3,1988,112,2000,79,62,52,102,56,70,118,88,93.5,34,92.5,32,96.1,39,147,41,72637.5,0,0,2,1
509,223501,2235,3,1,2,1991,135,2000,99,65,58,125,95,79,135,99,106.3,66,108.9,73,100.9,53,115,61,95250.0,0,0,2,1
510,223701,2237,3,1,9,1987,108,2000,71,61,63,111,76,83,135,99,110.9,77,112.9,81,104.4,61,153,88,94000.0,0,0,3,1
511,223702,2237,3,1,11,1989,131,2000,98,66,73,135,99,73,131,98,106.6,68,106.1,66,104.4,61,127,88,94000.0,0,0,3,1
512,224003,2240,3,2,5,1987,94,2000,35,49,46,88,21,45,86,18,69.6,2,78.9,8,67.0,1,161,12,2400.0,0,0,3,1
515,226003,2260,2,2,6,1988,97,2000,42,48,51,101,52,47,92,30,105.7,66,112.9,81,94.4,34,147,15,,0,0,4,1
522,228701,2287,3,2,8,1992,109,2000,73,39,46,122,93,58,135,99,109.4,73,113.1,81,100.2,50,95,89,80000.0,0,0,3,1
525,229201,2292,3,1,4,1994,108,2000,71,24,20,104,61,24,110,74,122.3,93,118.1,88,119.9,91,77,74,,0,0,3,1
526,230102,2301,3,2,7,1987,114,2000,83,65,57,105,62,59,102,56,115.3,84,119.6,91,104.4,61,157,86,116000.0,0,0,2,1
529,231701,2317,3,1,12,1987,99,2000,47,50,43,87,20,54,100,49,102.2,55,92.5,32,112.7,81,151,39,70000.0,0,0,2,1
532,235903,2359,2,2,8,1987,88,2000,21,44,43,86,18,44,86,18,89.2,23,92.5,32,87.8,21,158,13,14800.0,0,0,3,1
535,236901,2369,3,1,10,1989,119,2000,90,59,55,115,84,47,99,48,110.9,77,106.1,66,112.7,81,129,65,75139.0,0,0,1,1
537,239402,2394,3,2,8,1986,91,2000,27,48,50,92,29,61,100,51,102.2,55,106.1,66,96.1,39,168,67,28000.0,1,0,2,1
538,239503,2395,1,1,1,1988,105,2000,62,56,48,94,35,71,118,88,71.8,3,78.9,8,71.2,3,150,6,12192.0,1,0,5,1
539,239504,2395,1,2,11,1989,100,2000,50,45,48,105,64,65,123,94,84.8,16,85.7,18,87.8,21,128,6,12192.0,1,0,5,1
546,240902,2409,3,1,12,1986,113,2000,80,66,58,102,56,73,116,85,97.9,45,78.9,8,121.0,92,164,48,65000.0,0,0,2,1
547,241001,2410,3,1,9,1986,74,2000,4,39,32,74,4,22,65,1,115.3,84,119.6,91,104.4,61,166,31,116700.0,0,0,2,1
548,241002,2410,3,2,4,1991,98,2000,45,40,38,100,49,28,86,17,115.7,86,124.0,95,100.9,53,112,31,116700.0,0,0,2,1
549,241201,2412,3,1,5,1986,93,2000,31,49,60,103,59,53,93,32,63.1,1,58.6,0,79.5,8,168,21,68000.0,0,0,4,1
550,241202,2412,3,2,1,1988,100,2000,49,50,51,101,52,67,113,81,76.1,5,72.2,3,87.8,21,148,21,68000.0,0,0,4,1
551,241203,2412,3,2,11,1993,107,2000,68,23,29,119,90,28,117,87,82.7,13,71.6,3,102.6,58,79,21,68000.0,0,0,4,1
552,241601,2416,3,1,9,1988,105,2000,64,53,68,119,90,66,114,83,93.5,34,99.3,47,87.8,21,142,25,518226.6666666667,0,0,3,1
557,244202,2442,3,1,12,1992,97,2000,42,24,20,91,28,25,100,49,119.1,90,120.3,91,109.5,75,92,55,119000.0,0,0,2,1
561,246202,2462,3,2,8,1986,96,2000,39,53,49,90,26,58,97,43,110.5,75,112.2,79,104.4,61,169,32,24708.0,0,0,2,1
562,247802,2478,3,2,8,1986,90,2000,26,47,52,95,38,62,103,57,84.8,16,92.5,32,79.5,8,166,46,12000.0,0,0,2,1
563,248204,2482,3,1,4,1987,104,2000,61,60,51,95,36,57,98,46,89.2,23,78.9,8,104.4,61,162,25,45480.0,0,0,4,1
564,248302,2483,3,2,3,1994,107,2000,69,20,19,105,64,20,104,60,87.1,19,84.8,16,94.0,34,76,27,32005.0,0,0,2,1
565,249201,2492,3,2,4,1988,114,2000,82,63,55,106,66,71,118,89,106.6,68,99.3,47,112.7,81,147,27,41600.0,0,0,5,1
566,249202,2492,3,1,4,1990,87,2000,20,38,29,83,13,37,90,26,106.6,68,99.3,47,112.7,81,124,27,41600.0,0,0,5,1
567,249203,2492,3,2,11,1992,95,2000,36,24,32,108,71,36,111,77,99.7,50,98.7,47,100.2,50,92,27,41600.0,0,0,5,1
569,251402,2514,3,2,12,1988,122,2000,93,65,45,95,36,52,102,55,97.9,45,99.3,47,96.1,39,139,78,83000.0,0,0,2,1
570,251501,2515,3,1,3,1986,116,2000,86,70,71,115,84,66,105,64,106.6,68,112.9,81,96.1,39,172,65,93035.0,0,0,3,1
571,251502,2515,3,1,5,1988,114,2000,82,62,63,114,82,73,121,92,102.2,55,106.1,66,96.1,39,146,65,93035.0,0,0,3,1
572,251503,2515,3,2,7,1992,131,2000,98,52,28,101,52,31,103,58,107.2,68,114.2,82,94.7,37,96,65,93035.0,0,0,3,1
573,252101,2521,3,1,10,1987,112,2000,78,63,65,112,79,70,116,86,110.9,77,112.9,81,104.4,61,153,13,39525.666666666664,0,0,2,1
574,252102,2521,3,2,6,1992,116,2000,85,43,46,122,93,41,114,82,111.4,77,107.4,68,112.2,79,97,13,63438.0,0,0,2,1
575,252901,2529,3,1,10,1987,80,2000,9,40,28,74,4,52,97,42,69.6,2,68.1,2,79.5,8,151,19,46544.0,0,0,2,1
576,253001,2530,3,1,9,1990,96,2000,39,41,21,69,2,22,69,2,77.9,7,71.2,3,91.8,30,116,13,20436.0,0,0,2,1
577,253801,2538,3,2,2,1986,84,2000,14,44,56,99,47,68,108,71,80.5,9,85.7,18,79.5,8,171,4,19200.0,0,0,3,1
578,253802,2538,3,1,7,1988,99,2000,47,48,42,89,24,48,95,38,63.1,1,78.9,8,54.6,0,142,4,19200.0,0,0,3,1
579,254201,2542,3,1,6,1986,135,2000,99,80,64,107,68,77,121,92,115.3,84,112.9,81,112.7,81,168,52,57500.0,0,0,2,1
580,254202,2542,3,1,10,1991,116,2000,85,45,44,116,85,48,117,87,111.4,77,107.4,68,112.2,79,104,52,57500.0,0,0,2,1
581,254901,2549,3,2,5,1986,114,2000,82,67,55,98,45,57,97,41,110.9,77,99.3,47,121.0,92,169,97,68100.0,0,0,3,1
582,254902,2549,3,2,1,1990,103,2000,59,47,44,99,47,45,99,47,106.6,68,106.1,66,104.4,61,125,97,68100.0,0,0,3,1
586,256601,2566,3,2,4,1986,97,2000,41,54,63,106,66,69,110,75,97.9,45,99.3,47,96.1,39,169,65,48000.0,0,0,1,1
587,256701,2567,3,1,10,1992,119,2000,90,43,27,104,61,36,114,82,80.4,9,98.7,47,62.7,1,91,88,42200.0,0,0,1,1
590,258801,2588,3,1,7,1989,125,2000,95,65,58,115,84,69,121,92,124.0,95,119.6,91,121.0,92,135,99,133200.0,0,0,1,1
591,260601,2606,3,1,6,1987,100,2000,50,54,48,92,29,59,101,53,97.9,45,92.5,32,104.4,61,158,81,70000.0,0,0,2,1
592,260602,2606,3,2,5,1989,104,2000,61,50,45,95,38,57,111,76,106.6,68,99.3,47,112.7,81,135,81,70000.0,0,0,2,1
593,260701,2607,3,1,7,1989,110,2000,74,53,41,91,28,46,97,41,115.3,84,112.9,81,112.7,81,132,88,62400.0,0,0,2,1
594,260702,2607,3,2,9,1991,115,2000,84,48,45,113,80,41,105,62,111.0,77,101.4,53,119.0,90,106,88,62400.0,0,0,2,1
595,261502,2615,3,1,6,1988,101,2000,53,51,44,89,24,43,87,19,93.5,34,85.7,18,104.4,61,147,67,52656.0,1,0,4,1
596,261503,2615,3,1,9,1989,101,2000,52,47,21,65,1,25,72,3,93.5,34,85.7,18,104.4,61,132,67,52656.0,1,0,4,1
601,265501,2655,1,1,9,1988,65,2000,1,24,34,81,10,37,83,13,84.8,16,72.2,3,104.4,61,142,8,26000.0,0,0,7,1
602,265502,2655,1,1,12,1989,69,2000,2,23,33,86,17,41,94,34,84.8,16,72.2,3,104.4,61,127,8,26000.0,0,0,7,1
603,265503,2655,1,2,11,1990,69,2000,2,19,31,91,28,36,95,36,82.6,13,71.2,3,100.9,53,116,8,26000.0,0,0,7,1
607,266902,2669,1,2,2,1991,112,2000,78,47,45,110,75,57,123,94,96.8,42,93.8,34,100.9,53,111,10,50800.0,0,0,2,1
608,267002,2670,1,1,2,1987,93,2000,31,48,38,79,8,52,94,34,102.2,55,99.3,47,104.4,61,163,26,13853.0,0,0,2,1
609,267503,2675,1,1,2,1993,78,2000,7,13,21,95,36,24,97,42,46.6,0,41.0,0,72.1,3,90,9,23932.0,0,0,4,1
611,268001,2680,3,2,12,1990,118,2000,89,52,57,123,94,72,135,99,101.5,55,101.4,53,100.9,53,113,75,332808.0,0,0,2,1
614,268901,2689,3,2,8,1989,96,2000,39,44,63,122,93,73,128,97,76.1,5,72.2,3,87.8,21,130,31,47000.0,0,0,2,1
615,268902,2689,3,1,2,1991,105,2000,64,44,44,109,72,37,98,44,82.6,13,86.3,18,82.7,13,112,31,47000.0,0,0,2,1
616,269002,2690,1,1,12,1987,77,2000,6,38,36,79,8,41,84,14,89.2,23,92.5,32,87.8,21,151,26,68000.0,0,0,3,1
617,269003,2690,1,2,6,1992,75,2000,5,13,25,96,39,28,99,47,86.0,18,87.0,19,86.0,18,97,26,68000.0,0,0,3,1
618,269101,2691,1,2,11,1986,102,2000,56,58,55,100,50,67,108,71,115.3,84,106.1,66,121.0,92,162,13,48762.0,0,0,2,1
619,269102,2691,1,2,6,1989,111,2000,77,54,35,84,14,44,94,35,115.3,84,106.1,66,121.0,92,131,13,48762.0,0,0,2,1
621,270602,2706,1,1,1,1993,100,2000,50,26,19,88,21,23,94,35,51.4,0,69.8,2,44.0,0,90,16,23000.0,0,0,2,1
622,272301,2723,3,1,12,1993,112,2000,78,26,19,102,54,21,102,55,113.5,82,104.8,63,119.9,91,79,32,65000.0,0,0,2,1
629,277102,2771,2,1,7,1987,79,2000,8,40,50,96,39,71,116,86,93.5,34,92.5,32,96.1,39,156,29,332808.0,0,0,3,1
631,277502,2775,3,2,12,1988,102,2000,55,50,53,106,65,37,83,13,97.9,45,85.7,18,112.7,81,142,71,51000.0,0,0,3,1
638,281801,2818,3,1,10,1986,109,2000,73,64,76,123,94,78,123,94,110.9,77,106.1,66,112.7,81,165,63,71000.0,0,0,2,1
639,281802,2818,3,2,4,1991,98,2000,45,40,47,113,81,58,126,96,111.0,77,108.9,73,110.0,75,111,63,71000.0,0,0,2,1
641,284103,2841,3,1,12,1987,125,2000,95,70,68,116,86,72,119,90,110.9,77,106.1,66,112.7,81,152,97,105200.0,0,0,3,1
642,285502,2855,3,2,11,1986,91,2000,27,47,50,93,32,67,108,71,106.6,68,112.9,81,96.1,39,164,42,20610.0,1,0,3,1
647,290201,2902,3,2,8,1990,122,2000,93,57,56,119,90,56,118,88,111.0,77,108.9,73,110.0,75,119,98,79000.0,0,0,2,1
652,291801,2918,3,2,12,1986,105,2000,64,61,64,108,71,77,122,93,93.5,34,99.3,47,87.8,21,161,48,163080.0,0,0,2,1
654,292801,2928,3,2,9,1990,113,2000,81,50,46,108,70,43,102,54,115.7,86,124.0,95,100.9,53,118,93,55000.0,0,0,2,1
655,292802,2928,3,1,11,1992,121,2000,92,44,35,113,81,30,107,68,109.4,73,113.1,81,100.2,50,92,93,55000.0,0,0,2,1
657,293801,2938,3,2,1,1993,104,2000,60,29,38,116,85,31,108,71,109.4,73,105.9,66,109.5,75,90,35,94000.0,0,0,1,1
658,294601,2946,3,1,7,1993,112,2000,78,31,34,118,88,37,120,91,109.4,73,98.7,47,118.9,90,84,78,73300.0,0,0,2,1
659,294804,2948,3,2,4,1991,131,2000,98,60,49,116,85,61,128,97,106.3,66,108.9,73,100.9,53,112,78,89000.0,0,0,4,1
663,296102,2961,3,2,6,1987,120,2000,91,68,70,117,87,56,100,50,97.9,45,99.3,47,96.1,39,157,74,157000.0,0,0,3,1
666,298301,2983,3,2,4,1991,106,2000,65,43,45,113,80,47,112,78,101.5,55,108.9,73,91.8,30,110,10,23528.0,0,0,2,1
667,299001,2990,3,2,2,1994,98,2000,46,15,19,105,64,20,104,60,122.3,93,118.1,88,119.9,91,76,67,42000.0,0,0,2,1
668,299302,2993,3,1,8,1988,95,2000,36,45,36,82,11,42,88,21,76.1,5,78.9,8,79.5,8,143,-4,32000.0,0,0,2,1
669,299501,2995,3,1,2,1986,97,2000,42,55,67,110,75,77,120,91,97.9,45,92.5,32,104.4,61,172,37,85000.0,0,0,1,1
670,301101,3011,3,1,1,1989,135,2000,99,81,61,117,87,81,135,99,110.9,77,112.9,81,104.4,61,136,80,332808.0,0,0,2,1
672,301201,3012,3,1,5,1992,106,2000,65,36,25,96,39,22,85,16,86.0,18,87.0,19,86.0,18,98,62,35000.0,0,0,1,1
673,301401,3014,1,1,11,1988,98,2000,45,47,46,96,40,48,96,40,106.6,68,99.3,47,112.7,81,138,9,8532.0,0,0,1,1
674,302001,3020,3,1,8,1991,126,2000,96,53,52,125,95,49,116,86,94.5,37,87.0,19,103.5,58,107,39,79000.0,0,0,1,1
675,302302,3023,3,1,7,1992,96,2000,39,25,27,102,54,23,91,28,99.7,50,91.5,27,109.5,75,94,35,86000.0,0,0,2,1
678,304201,3042,3,2,12,1986,112,2000,79,65,76,123,94,79,126,96,89.2,23,106.1,66,71.2,3,163,42,54000.0,0,0,1,1
679,306902,3069,2,1,4,1987,94,2000,34,48,46,89,24,62,104,61,97.0,42,99.3,47,94.4,34,160,22,,1,0,2,1
680,309302,3093,3,2,1,1987,65,2000,1,14,20,65,1,26,65,1,83.5,14,92.5,32,76.2,5,163,17,40000.0,0,0,2,1
681,309801,3098,3,2,6,1986,126,2000,96,75,79,126,96,83,135,99,115.3,84,112.9,81,112.7,81,167,79,47500.0,0,0,2,1
682,309802,3098,3,2,1,1991,122,2000,93,54,45,110,75,45,107,68,106.3,66,93.8,34,119.0,90,112,79,47500.0,0,0,2,1
684,310103,3101,3,2,1,1987,110,2000,75,64,67,112,78,72,115,84,102.2,55,112.9,81,87.8,21,161,49,16840.0,0,0,3,1
685,310502,3105,3,1,1,1988,109,2000,73,61,58,108,70,67,112,79,102.2,55,119.6,91,79.5,8,149,49,22000.0,0,0,2,1
686,310701,3107,3,1,7,1988,125,2000,95,67,65,116,86,48,95,38,106.6,68,106.1,66,104.4,61,143,48,40000.0,0,0,1,1
687,310803,3108,3,2,3,1992,104,2000,61,37,44,118,88,39,110,74,90.3,25,93.8,34,86.0,18,101,42,68000.0,0,0,3,1
688,311102,3111,3,1,2,1989,112,2000,79,56,80,135,99,61,114,82,93.5,34,106.1,66,79.5,8,137,73,73916.0,0,0,2,1
689,311701,3117,3,1,7,1991,104,2000,60,42,49,118,88,44,108,71,111.0,77,108.9,73,110.0,75,109,59,38300.0,0,0,2,1
690,312103,3121,3,2,2,1990,86,2000,18,39,39,91,28,38,90,26,114.8,84,112.9,81,111.8,79,125,58,72500.0,0,0,3,1
691,312201,3122,3,1,6,1986,108,2000,70,64,63,106,66,64,104,60,97.9,45,99.3,47,96.1,39,169,74,52000.0,0,0,2,1
692,312202,3122,3,2,8,1993,105,2000,64,26,33,117,87,31,114,82,104.6,63,113.1,81,90.8,27,84,74,52000.0,0,0,2,1
693,312901,3129,3,2,8,1990,89,2000,23,36,42,102,54,42,100,51,111.0,77,116.5,86,100.9,53,117,32,45000.0,0,0,2,1
694,314501,3145,3,1,10,1992,135,2000,99,53,30,109,72,27,103,58,104.6,63,105.9,66,100.2,50,90,81,73000.0,0,0,2,1
696,315401,3154,3,1,3,1988,131,2000,98,73,70,120,91,65,111,77,119.6,91,119.6,91,112.7,81,148,93,110000.0,0,0,4,1
697,315402,3154,3,1,5,1990,122,2000,93,59,45,102,56,42,97,41,115.3,84,112.9,81,112.7,81,122,93,110000.0,0,0,4,1
698,315403,3154,3,2,5,1993,121,2000,92,43,28,108,70,26,104,61,119.1,90,120.3,91,109.5,75,86,93,110000.0,0,0,4,1
699,315601,3156,3,1,5,1993,128,2000,97,46,46,131,98,47,128,97,109.4,73,113.1,81,100.2,50,85,76,,0,0,2,1
700,316201,3162,3,1,7,1990,114,2000,83,52,47,107,69,46,103,59,106.6,68,106.1,66,104.4,61,120,91,70600.0,0,0,2,1
701,316202,3162,3,1,11,1993,119,2000,90,33,20,104,61,22,105,62,109.1,73,104.8,63,111.3,77,80,91,70600.0,0,0,2,1
703,317901,3179,3,1,8,1990,98,2000,44,42,57,122,93,50,111,76,87.3,19,101.4,53,73.7,4,118,69,58360.0,0,0,1,1
707,322502,3225,3,2,3,1987,100,2000,50,54,61,107,67,74,118,89,124.0,95,119.6,91,121.0,92,160,76,61000.0,0,0,5,1
709,324201,3242,3,1,5,1988,107,2000,69,56,60,112,78,68,116,85,102.2,55,99.3,47,104.4,61,145,52,61801.0,0,0,2,1
